Tweet,message,Match,polarity
265,RT  sy iol   gavinesler Gav s got time on his hands now the schools  unis have closed  And I d be focusing on improving your university s r,improving,positive
266,saving and budgeting in university is close to impossible but I found this article by Capitec to be super useful in  ,"super, useful, impossible",positive
267,RT  FlyingHighRyan  Read here   ,,neutral
268, education  school  learning  students  love  motivation  children  kids  student  teacher  science  study  college  ,love,positive
269,RT  OudaHager  We  university students  demand the cancellation of the second term  Our health is more important than education  We come fr,important,positive
270,RT  Juba Jobo  Nae doubt they had to make this into a uni hing  everyones on the same page regardless if its uni or work  companies at th,"work, doubt",neutral
271,RT  drantbradley  So many of the good themes that Governor Cuomo addressed today are right out of Catholic Social Thought  His Catholic edu,"good, right",positive
272,RT  iam najah  Name  Naja atu Nickname pinky State of residence  Abuja Star of origin   kano State governor isn t it ganduje Best,best,positive
273,So many of the good themes that Governor Cuomo addressed today are right out of Catholic Social Thought  His Cathol  ,"good, right",positive
274,Doctors sue anesthesiology professor for alleged sexual misconduct    education  university,sue,negative
275,Great reminder too of the kind of learning that constitutes a genuine university education ,"great, genuine",positive
276,BC Canada do home schooling as a norm up to primary level  I can see the UK school education system adapting  to so  ,,neutral
277, EllenBookstore Chuck Todd  5 2  tall  graduated from Miami Killian Senior High School  He also enrolled in the Ge  ,,neutral
278,Womens only drive should be a good wife  A university degree was not just for Mrs  Degree but the education wa  ,good,positive
279,Meet the player   Cristian Garcia  Hometown  Lodi  CA Favorite Professional Team  FC Barcelona   Favorite Profe  ,favorite,positive
280,RT  TundeTASH  Top 10  Sites to learn Excel for free  Sites for Free Online Education  Sites for your career  Sites to review your re,"top, excel, free",positive
281,RT  FNCSF  Le Manitoba retarde son rapport sur lducation  cause de la COVID 19  DSFMecole  MBfr  ,rapport,positive
282,RT  WesternMichU   1 4  As a result of the continuing spread of COVID 19 in the state of Michigan  Western Michigan University has decided,,neutral
283,Maulana Azad National Urdu University  MANUU Hyderabad can t  be a Quarantine centre   Students  Education and Heal  ,heal,positive
284,RT  jortegamohedano  Q  Should the  university give  students different options to complete their degrees because they face different chall,,neutral
285, Whaddaya Noah  CaptainAsshole6  themadpolack  ChrisBEsq  cmclymer So like the free primary education we have now   ,"like, free",positive
286,Following hundreds of other colleges and universities across the country  the University of Nebraska Lincoln announ  ,,neutral
287,RT  CBCNews  BREAKING  The Ontario government has reached a tentative contract with the Elementary Teachers  Federation of Ontario  says th,"breaking, tentative",negative
288,My university years 1   strike in the winter semester 2   a regular  full year  no interruptions 3   pandemic  4    ,"strike, interruptions",negative
289,RT  modisalihijo  Today  I visited the Vice Chancellor of the University of Lagos  Prof  Oluwatoyin Ogundipe and some senior members of his,vice,negative
290,RT  realREANigeria  MD CEO of REA   modisalihijo Visits University of Lagos  UniLag  Energizing Education Programme  EEP  Power Plant  Rea,,neutral
291,Calling all higher education leaders  Did you know you can get the print edition of University Business delivered F  ,,neutral
292,Brown University is hiring in  Providence  RI  Click the link in our bio to apply  Research Program Associate Sr  R  ,providence,positive
293,RT  UofUOSE  The University of Utah Office of Surgical Education would like to extend a huge congratulations to  UofUSurgery s incoming  Ur,"like, congratulations",positive
294,RT  UofUOSE  The University of Utah Office of Surgical Education is thrilled to welcome the incoming  UofUSurgery  GeneralSurgery intern cl,"thrilled, welcome",positive
295,RT  UofUOSE  The University of Utah Office of Surgical Education is also thrilled to welcome the incoming  UofUSurgery    Otolaryngology in,"thrilled, welcome",positive
296, DianneBrodie  LethLib The Rosie Project  the Rosie Effect  warm hearted romantic funny reads  Mrs Everything  Pus  ,"warm, romantic, funny",positive
297,Q  Should the  university give  students different options to complete their degrees because they face different ch  ,,neutral
298,SENIOR SPOTLIGHT  1st Baseman Pat the Bat Driscoll  Pat will be attending Pace University in the fall to play   ,fall,negative
299,RT  NST Online   NSTeducation  Six Malaysian universities made it to the worlds Top 50 in the 2020 edition of the  QuacquarelliSymonds  QS,top,positive
300,RT  Diversehistory2  Public Engagement Coordinator University of Cambridge 26 715 to 30 942 pro rata    PT fixed term  Deadline  1 Apr,,neutral
301,We  university students  demand the cancellation of the second term  Our health is more important than education  W  ,important,positive
302, KMKing Psych  aidangcw  hardsci for a long time  there was a billboard for the University on the interstate just o  ,,neutral
303,RT  EgideRoyer  Thierry Karsenti  titulaire de la chaire de recherche du Canada sur le numrique en ducation  est  convaincu que la fin d,,neutral
304, thetimes  BenMacintyre1 We are not worthy of them our Britishness has been diluted and the generation of me me me  ,worthy,positive
305, MattLoxham  unisouthampton  geogsouthampton Correct  it is childcare over education  There is the question whether  ,correct,positive
306,RT  anilscribe   MadhyaPradesh  Higher Edu Dept declared holidays for college university teachers till March 31 But  School Education dept,,neutral
307, wschero123  CTVToronto Canada ranks  3 in the world for quality of education  Classroom teachers are trained to ad  ,,neutral
308,Welcome to the Graduate Medical Education family at the University of Cincinnati  Looking forward to meeting you in  ,welcome,positive
309,RT  rachelleingang  If you moved out of ASU s dorms because your semester went online  can you get a refund  That s an  inappropriate  ques,"refund, inappropriate",neutral
310,RT  Rockmartdugout  Congratulations to the guy that can do it all  CJ Culver  on his commitment to continue his education and baseball care,"congratulations, commitment",positive
311,P C  Sedigheh Shirkhani itdcanada  quote  quotes  quoteoftheday  motivation  wisdom  faith  student  school  ,"wisdom, faith",positive
312, Ontario unveils learn at home  online tool as preparation if  schools remain closed this term   ,,neutral
313,Jakkaphong Jakrajutatip is a Thai transgender billionaire  She s the CEO of JKN Global Media Public Company Limited  ,limited,negative
314,She served as Minister of State for Education and as the 1st designated Minister of the Arts under Harold Wilson fr  ,,neutral
315,No  Just heard the second ambulance today already  In past two days hospital in 20mins walking distance was overwhe  ,,neutral
316,Real life continues  and so does fantastic journalism  Excellent story from  KellyMeyerhofer about a virtual Match  ,"fantastic, excellent",positive
317,RT  AtfalCanada  Ahmadi Muslim Children from Vaughan  Muqami  chapter of  AtfalCanada are attending online Atfal classes these days arrange,,neutral
318,I would like to extend many thanks to my colleagues and friends in the University of Arkansas Graduate School and  ,like,positive
319, MadhyaPradesh  Higher Edu Dept declared holidays for college university teachers till March 31 But  School Educat  ,,neutral
320,Following  F4E assignment  here is a pic which represents inequity in US  Why  Higher education is a way to stable  ,stable,positive
321, dosande  RailaOdinga Lets be honest  Raila education is not contested thats why University of Nairobi employed h  ,honest,positive
